SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-440404321,1/31/2017 9:13:56 AM,1/31/2017 9:13:56 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/30/2017 12:00:00 AM,,Y,"","9100 S BROADWAY, 90003",9100,S,BROADWAY,"",90003,,,"",704,C,3,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-453840431,2/13/2017 11:36:42 AM,2/14/2017 3:20:01 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,SLA,2/14/2017 12:00:00 AM,,Y,N,"1234 W 50TH ST, 90037",1234,W,50TH,ST,90037,33.9976586377,-118.297202768,"(33.9976586377, -118.297202768)",674,A,4,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-443262411,2/1/2017 10:44:56 PM,2/3/2017 2:02:49 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,2/2/2017 12:00:00 AM,,Y,N,"6830 N WOODMAN AVE, 91405",6830,N,WOODMAN,AVE,91405,34.194757315,-118.431088487,"(34.194757315, -118.431088487)",532,C,5,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS
1-422083479,1/12/2017 2:08:18 PM,1/12/2017 2:08:18 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/21/2016 12:00:00 AM,,Y,"","3800 S TRINITY ST, 90011",3800,S,TRINITY,ST,90011,,,"",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-441673521,1/31/2017 6:46:19 PM,2/6/2017 10:41:29 AM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,WV,2/6/2017 12:00:00 AM,,Y,N,"7004 N CREBS AVE, 91335",7004,N,CREBS,AVE,91335,34.1977959165,-118.543582752,"(34.1977959165, -118.543582752)",530,H,5,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY
1-454334105,2/13/2017 3:13:30 PM,2/13/2017 3:13:30 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,2/11/2017 12:00:00 AM,,Y,"","1933 W 60TH ST, 90047",1933,W,60TH,ST,90047,,,"",673,H,6,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET
1-414141491,1/4/2017 3:19:58 PM,1/4/2017 3:21:12 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,SLA,1/7/2017 12:00:00 AM,,Y,N,"949 E 113TH ST, 90059",949,E,113TH,ST,90059,33.9319836515,-118.256969837,"(33.9319836515, -118.256969837)",704,E,6,South Los Angeles APC,15,Joe Buscaino,,"",SOUTHEAST
1-439532533,1/30/2017 1:58:33 PM,1/31/2017 2:04:56 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,NC,1/31/2017 12:00:00 AM,,Y,"","231 N JOY ST, 90042",231,N,JOY,ST,90042,34.1061842515,-118.204113069,"(34.1061842515, -118.204113069)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST
1-448601701,2/7/2017 3:45:34 PM,2/9/2017 9:58:18 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/9/2017 12:00:00 AM,,Y,N,"178 S COMMONWEALTH AVE, 90004",178,S,COMMONWEALTH,AVE,90004,34.0711460213,-118.285446507,"(34.0711460213, -118.285446507)",634,B,1,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,OLYMPIC
1-412251795,1/3/2017 11:20:37 AM,1/6/2017 3:38:42 PM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,Android,N,NC,1/6/2017 12:00:00 AM,,Y,"","430 N NORMANDIE PL, 90004",430,N,NORMANDIE,PL,90004,34.0785379035,-118.301124237,"(34.0785379035, -118.301124237)",593,J,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-449663321,2/8/2017 2:01:31 PM,2/9/2017 1:32:55 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,2/9/2017 12:00:00 AM,,Y,N,"6120 N JAMIESON AVE, 91316",6120,N,JAMIESON,AVE,91316,34.1812087635,-118.521135765,"(34.1812087635, -118.521135765)",531,A,7,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY
1-411315491,1/2/2017 9:04:49 AM,1/4/2017 1:34:46 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,1/4/2017 12:00:00 AM,,Y,N,"4834 N ARCOLA AVE, 91601",4834,N,ARCOLA,AVE,91601,34.1586717079,-118.354879299,"(34.1586717079, -118.354879299)",563,C,3,South Valley APC,4,David Ryu,28,GREATER TOLUCA LAKE NC,NORTH HOLLYWOOD
1-448843601,2/7/2017 10:56:08 PM,2/8/2017 3:21:02 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,NC,2/8/2017 12:00:00 AM,,Y,N,"980 N MARVIEW AVE, 90012",980,N,MARVIEW,AVE,90012,34.0695000809,-118.247655869,"(34.0695000809, -118.247655869)",634,F,1,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL
1-444013871,2/2/2017 1:10:27 PM,2/6/2017 11:30:59 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/6/2017 12:00:00 AM,,Y,N,"3102 E DOBINSON ST, 90063",3102,E,DOBINSON,ST,90063,34.0494756199,-118.193865582,"(34.0494756199, -118.193865582)",635,C,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-417910101,1/9/2017 10:45:46 AM,1/13/2017 11:02:11 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WLA,1/13/2017 12:00:00 AM,,Y,N,"3415 S GREENFIELD AVE, 90034",3415,S,GREENFIELD,AVE,90034,34.0226905091,-118.419715748,"(34.0226905091, -118.419715748)",672,D,1,West Los Angeles APC,5,Paul Koretz,67,MAR VISTA CC,PACIFIC
1-449559081,2/8/2017 1:12:35 PM,2/10/2017 3:02:44 PM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,EV,2/10/2017 12:00:00 AM,,Y,N,"14434 W FILMORE ST, 91331",14434,W,FILMORE,ST,91331,34.2529948911,-118.447109634,"(34.2529948911, -118.447109634)",502,A,4,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION
1-419981494,1/10/2017 4:53:55 PM,1/10/2017 4:53:55 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/13/2016 12:00:00 AM,,Y,"","4100 S FIGUEROA ST, 90037",4100,S,FIGUEROA,ST,90037,,,"",674,B,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST
1-420047566,1/10/2017 7:08:51 PM,1/14/2017 1:27:19 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,N,NEGB_ELA,1/14/2017 1:26:57 PM,,Y,N,"2602 N NORTH BROADWAY, 90031",2602,N,NORTH BROADWAY,"",90031,34.073474537,-118.215421646,"(34.073474537, -118.215421646)",635,A,1,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK
1-446719551,2/6/2017 10:30:33 AM,2/8/2017 12:50:24 PM,SR Created,BOS,Bulky Items,Cancelled,Call,"",N,NC,2/9/2017 12:00:00 AM,,Y,N,"112 S WILTON PL, 90004",112,S,WILTON,PL,90004,34.0726182719,-118.313345796,"(34.0726182719, -118.313345796)",633,H,1,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC
1-426996631,1/18/2017 10:31:26 AM,1/23/2017 10:20:23 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",N,SLA,1/23/2017 12:00:00 AM,,Y,N,"2248 W 30TH ST, 90018",2248,W,30TH,ST,90018,34.0272645419,-118.3166501,"(34.0272645419, -118.3166501)",633,G,7,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST
1-443068151,2/1/2017 4:36:56 PM,2/7/2017 9:41:11 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/7/2017 12:00:00 AM,,Y,N,"1406 W HEPNER AVE, 90041",1406,W,HEPNER,AVE,90041,34.1315832278,-118.196041948,"(34.1315832278, -118.196041948)",565,C,7,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST
1-444888451,2/3/2017 9:43:58 AM,2/7/2017 3:09:18 PM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,EV,2/7/2017 12:00:00 AM,,Y,Y,"12745 W BARBARA ANN ST, 91605",12745,W,BARBARA ANN,ST,91605,34.2003851006,-118.410831163,"(34.2003851006, -118.410831163)",532,E,5,South Valley APC,2,Paul Krekorian,22,NOHO WEST NC,NORTH HOLLYWOOD
1-447910311,2/7/2017 9:57:05 AM,2/8/2017 8:09:58 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,2/8/2017 12:00:00 AM,,Y,N,"17828 W SATICOY ST, 91335",17828,W,SATICOY,ST,91335,34.2082419474,-118.521647948,"(34.2082419474, -118.521647948)",531,A,4,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY
1-434025361,1/25/2017 10:43:33 AM,1/27/2017 10:58:40 AM,SR Created,OCB,Graffiti Removal,Closed,Call,"",Y,SLABT,1/26/2017 10:58:44 AM,,Y,N,"5029 S FIGUEROA ST, 90037",5029,S,FIGUEROA,ST,90037,33.9970362056,-118.282832463,"(33.9970362056, -118.282832463)",674,B,4,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-419950010,1/10/2017 4:31:12 PM,1/11/2017 12:12:32 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,NC,1/11/2017 12:00:00 AM,,Y,"","1417 W 3RD ST, 90017",1417,W,3RD,ST,90017,34.0586529914,-118.262145812,"(34.0586529914, -118.262145812)",634,D,3,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART
1-437974291,1/29/2017 9:50:24 AM,2/1/2017 5:09:02 PM,SR Created,BOS,Illegal Dumping Pickup,Pending,Self Service,"",Y,NC,2/2/2017 12:00:00 AM,,Y,N,"1515 S COMPTON AVE, 90021",1515,S,COMPTON,AVE,90021,34.0240514153,-118.243396424,"(34.0240514153, -118.243396424)",634,G,7,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON
1-413356431,1/4/2017 9:15:00 AM,1/9/2017 2:40:20 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,CCAC,1/9/2017 2:38:59 PM,,Y,N,"VENICE BLVD AT UNION AVE, 90015",,"","","",90015,34.0415379257,-118.279198259,"(34.0415379257, -118.279198259)",634,C,5,Central APC,1,Gilbert Cedillo,76,PICO UNION NC,RAMPART
1-426849021,1/18/2017 9:28:18 AM,1/30/2017 9:31:03 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,GAPBH,1/19/2017 9:31:04 AM,,Y,N,"TEMPLE ST AT FIGUEROA ST, 90012",,"","","",90012,34.0598868299,-118.248570877,"(34.0598868299, -118.248570877)",634,F,3,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL
1-415182052,1/5/2017 2:06:11 PM,1/6/2017 2:25:23 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,KYCC,1/6/2017 2:25:20 PM,,Y,N,"3976 W 6TH ST, 90020",3976,W,6TH,ST,90020,34.0633698009,-118.310086554,"(34.0633698009, -118.310086554)",633,H,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-411584041,1/2/2017 3:22:42 PM,1/4/2017 3:35:48 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,CCAC,1/4/2017 3:35:42 PM,,Y,N,"VENICE BLVD AT BURLINGTON AVE, 90006",,"","","",90006,34.0423649728,-118.281013873,"(34.0423649728, -118.281013873)",634,B,5,Central APC,1,Gilbert Cedillo,76,PICO UNION NC,RAMPART
1-434304310,1/25/2017 1:07:35 PM,1/25/2017 1:07:35 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/31/2016 12:00:00 AM,,Y,"","7819 S SAN PEDRO ST, 90003",7819,S,SAN PEDRO,ST,90003,,,"",704,D,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-453454861,2/13/2017 8:55:47 AM,2/13/2017 8:55:47 AM,SR Created,BOS,Electronic Waste,Open,Call,"",N,WV,2/15/2017 12:00:00 AM,,Y,N,"16112 W CELTIC ST, 91344",16112,W,CELTIC,ST,91344,34.269007393,-118.482976214,"(34.269007393, -118.482976214)",501,F,2,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE
1-424237821,1/16/2017 7:01:47 AM,1/17/2017 2:43:53 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,"",Y,HB,1/17/2017 12:00:00 AM,,Y,N,"1ST ST AT GAFFEY ST, 90731",,"","","",90731,33.7432944449,-118.292345655,"(33.7432944449, -118.292345655)",824,B,4,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR
1-423967671,1/15/2017 10:47:21 AM,1/16/2017 8:19:34 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,WVA,1/16/2017 8:02:41 AM,,Y,N,"ZELZAH AVE AT ROSCOE BLVD, 91325",,"","","",91325,34.2209120153,-118.523017965,"(34.2209120153, -118.523017965)",531,A,2,North Valley APC,12,Mitchell Englander,15,RESEDA NC,WEST VALLEY
1-424027591,1/15/2017 12:54:46 PM,1/15/2017 3:07:57 PM,SR Created,BOS,Dead Animal Removal,Closed,Call,"",N,SLA,,,Y,N,"28TH ST AT SAN PEDRO ST, 90011",,"","","",90011,34.0198639336,-118.262427793,"(34.0198639336, -118.262427793)",674,E,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-421404301,1/11/2017 10:43:18 PM,1/12/2017 2:25:00 PM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,EV,1/12/2017 12:00:00 AM,,Y,N,"6833 WOODMAN AV, 91405",6833,"",WOODMAN,AV,91405,34.1946320095,-118.431368879,"(34.1946320095, -118.431368879)",532,C,5,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS
1-446057091,2/4/2017 5:20:24 PM,2/9/2017 8:50:07 AM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,WLA,2/9/2017 12:00:00 AM,,Y,N,"1048 S CRESCENT HEIGHTS BLVD, 90035",1048,S,CRESCENT HEIGHTS,BLVD,90035,34.0573733485,-118.369707303,"(34.0573733485, -118.369707303)",633,A,3,Central APC,5,Paul Koretz,60,P.I.C.O. NC,WILSHIRE
1-413260531,1/4/2017 8:17:47 AM,1/5/2017 12:44:22 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/5/2017 12:00:00 AM,,Y,N,"647 S WITMER ST, 90017",647,S,WITMER,ST,90017,34.0539158711,-118.266745623,"(34.0539158711, -118.266745623)",634,D,3,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART
1-421383093,1/11/2017 9:07:01 PM,1/18/2017 11:20:56 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,NC,1/18/2017 12:00:00 AM,,Y,"","920 N SILVER LAKE BLVD, 90026",920,N,SILVER LAKE,BLVD,90026,34.0816717236,-118.273362683,"(34.0816717236, -118.273362683)",594,C,7,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART
1-439800191,1/30/2017 3:36:39 PM,1/30/2017 3:37:13 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,NC,2/1/2017 12:00:00 AM,,Y,N,"400 S RAMPART BLVD, 90057",400,S,RAMPART,BLVD,90057,34.0646952717,-118.279628978,"(34.0646952717, -118.279628978)",634,B,2,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,RAMPART
1-427332481,1/18/2017 1:12:07 PM,1/20/2017 12:55:02 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",N,SLA,1/20/2017 12:00:00 AM,,Y,N,"833 W 74TH ST, 90044",833,W,74TH,ST,90044,33.9727705759,-118.288258621,"(33.9727705759, -118.288258621)",704,B,1,South Los Angeles APC,8,Marqueece Harris-Dawson,,"",77TH STREET
1-419315551,1/10/2017 11:21:23 AM,1/11/2017 4:04:24 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,WLA,1/11/2017 12:00:00 AM,,Y,N,"2737 S SELBY AVE, 90064",2737,S,SELBY,AVE,90064,34.0358488743,-118.421735129,"(34.0358488743, -118.421735129)",632,D,6,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES
1-451732143,2/10/2017 9:49:04 AM,2/10/2017 9:49:06 AM,SR Created,OCB,Graffiti Removal,Open,Mobile App,Android,N,CCAC,,,Y,"","1926 W BEVERLY BLVD, 90057",1926,W,BEVERLY,BLVD,90057,34.0656767231,-118.268602781,"(34.0656767231, -118.268602781)",634,D,2,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART
1-421943157,1/12/2017 12:46:59 PM,1/13/2017 12:45:34 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,WLA,1/13/2017 12:00:00 AM,,Y,"","8847 W CATTARAUGUS AVE, 90034",8847,W,CATTARAUGUS,AVE,90034,34.0340765274,-118.386301701,"(34.0340765274, -118.386301701)",632,H,6,South Los Angeles APC,10,Herb J. Wesson Jr.,61,SOUTH ROBERTSON NC,WEST LOS ANGELES
1-449962831,2/8/2017 4:17:54 PM,2/13/2017 1:24:58 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,SLA,2/13/2017 12:00:00 AM,,Y,"","1800 S HIGHLAND AVE, 90019",1800,S,HIGHLAND,AVE,90019,34.041962333,-118.345613411,"(34.041962333, -118.345613411)",633,D,5,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE
1-448026767,2/7/2017 10:51:57 AM,2/7/2017 10:51:57 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/17/2017 12:00:00 AM,,Y,"","3520 S MAIN ST, 90007",3520,S,MAIN,ST,90007,,,"",674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-442458116,2/1/2017 12:24:24 PM,2/6/2017 3:08:21 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Android,N,PGS,2/6/2017 3:08:25 PM,,Y,N,"LA TIJERA BLVD AT 88TH ST, 90045",,"","","",90045,33.9572246275,-118.398223346,"(33.9572246275, -118.398223346)",702,G,3,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC
1-449261201,2/8/2017 10:34:36 AM,2/10/2017 10:48:57 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,2/10/2017 12:00:00 AM,,Y,N,"22044 W DUMETZ ROAD, 91364",22044,W,DUMETZ,ROAD,91364,34.1566895907,-118.607532139,"(34.1566895907, -118.607532139)",560,A,4,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA
1-419474091,1/10/2017 12:35:24 PM,1/16/2017 7:55:18 PM,SR Created,BOS,Metal/Household Appliances,Closed,Self Service,"",N,NC,1/16/2017 12:00:00 AM,,Y,N,"1930 N HEIDLEMAN ROAD, 90032",1930,N,HEIDLEMAN,ROAD,90032,34.0649692377,-118.174763666,"(34.0649692377, -118.174763666)",635,E,2,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK
1-452144291,2/10/2017 1:42:32 PM,2/13/2017 2:20:55 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,"",Y,WLA,2/13/2017 12:00:00 AM,,Y,N,"12450 W MITCHELL AVE, 90066",12450,W,MITCHELL,AVE,90066,33.9993725704,-118.432302622,"(33.9993725704, -118.432302622)",672,C,4,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC
1-419352241,1/10/2017 11:34:48 AM,1/13/2017 9:59:16 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,SLA,1/13/2017 12:00:00 AM,,Y,"","8850 S AVALON BLVD, 90003",8850,S,AVALON,BLVD,90003,33.9563371646,-118.264977267,"(33.9563371646, -118.264977267)",704,D,3,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-445243581,2/3/2017 1:16:20 PM,2/3/2017 1:17:18 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,WLA,2/10/2017 12:00:00 AM,,Y,N,"2509 S MANSFIELD AVE, 90016",2509,S,MANSFIELD,AVE,90016,34.0331742003,-118.351779339,"(34.0331742003, -118.351779339)",633,C,6,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST
1-446083861,2/4/2017 8:04:35 PM,2/10/2017 2:52:46 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/10/2017 12:00:00 AM,,Y,N,"6554 W HOMEWOOD AVE, 90028",6554,W,HOMEWOOD,AVE,90028,34.0951339792,-118.33236123,"(34.0951339792, -118.33236123)",593,E,5,Central APC,4,David Ryu,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD
1-413288931,1/4/2017 8:35:13 AM,1/5/2017 12:18:22 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/5/2017 12:00:00 AM,,Y,N,"460 N ROSEMONT AVE, 90026",460,N,ROSEMONT,AVE,90026,34.0725448151,-118.26924587,"(34.0725448151, -118.26924587)",634,D,1,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART
1-425833221,1/17/2017 11:50:31 AM,1/17/2017 11:50:31 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/12/2016 12:00:00 AM,,Y,"","900 W 43RD PL, 90037",900,W,43RD,PL,90037,,,"",674,A,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST
1-435009761,1/26/2017 8:19:59 AM,1/30/2017 2:33:19 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,KYCC,1/30/2017 2:33:19 PM,,Y,N,"3626 W WASHINGTON BLVD, 90018",3626,W,WASHINGTON,BLVD,90018,34.0396765161,-118.324621657,"(34.0396765161, -118.324621657)",633,F,6,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE
1-419642828,1/10/2017 1:58:10 PM,1/10/2017 1:58:10 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/13/2016 12:00:00 AM,,Y,"","1100 E WASHINGTON BLVD, 90021",1100,E,WASHINGTON,BLVD,90021,,,"",634,F,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-417809421,1/9/2017 10:03:23 AM,1/10/2017 12:32:00 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/10/2017 12:00:00 AM,,Y,N,"6253 E OAK CREST WAY, 90042",6253,E,OAK CREST,WAY,90042,34.1259677817,-118.18296401,"(34.1259677817, -118.18296401)",565,D,7,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST
1-446096531,2/4/2017 11:31:08 PM,2/9/2017 1:48:49 PM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,WLA,2/9/2017 12:00:00 AM,,Y,N,"7616 W HOLLYWOOD BLVD, 90046",7616,W,HOLLYWOOD,BLVD,90046,34.1014781483,-118.35558397,"(34.1014781483, -118.35558397)",593,C,4,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD
1-456022397,2/15/2017 8:00:19 AM,2/15/2017 8:00:21 AM,SR Created,OCB,Graffiti Removal,Open,Mobile App,Android,Y,KYCC,,,Y,"","3134 W OLYMPIC BLVD, 90006",3134,W,OLYMPIC,BLVD,90006,34.05237365,-118.304479695,"(34.05237365, -118.304479695)",633,J,4,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-426587491,1/17/2017 9:13:32 PM,1/18/2017 8:38:50 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/18/2017 12:00:00 AM,,Y,N,"132 E 35TH ST, 90011",132,E,35TH,ST,90011,34.0173001126,-118.272292126,"(34.0173001126, -118.272292126)",674,C,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-432287454,1/23/2017 9:32:41 PM,1/28/2017 9:47:30 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,HBT,1/27/2017 9:46:46 AM,,Y,N,"1611 N HOBART BLVD, 90027",1611,N,HOBART,BLVD,90027,34.1001668383,-118.305839414,"(34.1001668383, -118.305839414)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD
1-418032241,1/9/2017 11:39:14 AM,1/31/2017 4:28:57 PM,SR Created,BSL,Single Streetlight Issue,Closed,Call,"",Y,NORTH,1/15/2017 12:00:00 AM,,Y,Y,"6149 N KENTLAND AVE, 91367",6149,N,KENTLAND,AVE,91367,34.18259395,-118.61797486,"(34.18259395, -118.61797486)",529,H,7,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA
1-418110026,1/9/2017 12:10:00 PM,1/9/2017 12:10:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/6/2017 12:00:00 AM,,Y,"","7101 S VERMONT AVE, 90044",7101,S,VERMONT,AVE,90044,,,"",674,A,7,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET
1-433303681,1/24/2017 3:25:31 PM,2/2/2017 7:51:34 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,SLABT,2/1/2017 7:51:37 AM,,Y,N,"8226 S WALL ST, 90003",8226,S,WALL,ST,90003,33.9646681463,-118.271630449,"(33.9646681463, -118.271630449)",704,D,2,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
